company,critic_name,movie,rating,review_text
Movies.com,Dave White,Brave,fresh,which means it's as messy in the narrative department as it is impeccably beautiful to look at and live in for two hours.
Movies.com,Grae Drake,Brave,fresh,"look out william wallace -- scotland has a new face, and she has a beautifully brave-heart."
ComingSoon.net,Scott Chitwood,Brave,rotten,"as much as it pains me to say it, this is my least favorite pixar film."
Newark Star-Ledger,Stephen Whitty,Brave,fresh,"the pixar name used to mean something. and it never quite meant pleasantly safe, safely forgettable movies like this."
Cleveland Plain Dealer,Clint O'Connor,Brave,fresh,"not as brilliant as other recent pixar fare, brave is still a lot of fun. (beware the scary bears for youngest viewers)."
Times-Picayune,Mike Scott,Brave,fresh,"a sweet story, beautifully animated, and one that -- coming on the heels of ""cars 2"" -- suggests the magic is back at pixar."
Mania.com,Rob Vaux,Brave,fresh,"perfection is a harsh mistress and as a film from the studio that practically embodies the term, brave can't help but suffer."
Houston Press,Pete Vonder Haar,Brave,fresh,"i guess what i'm saying is, brave isn't transcendent."
EntertainmentTell,Stephen Silver,Brave,fresh,"looks great and has some impressive characterizations, it's quite lacking in the plot department, and is missing that special something"
Suburban Journals of St. Louis,Mathew DeKinder,Brave,fresh,"visually, brave is as spectacular as you would expect, making it is easy to become immersed in this vibrant and rich world."
Kaplan vs. Kaplan,Jeanne Kaplan,Brave,fresh,"""brave"" is truly a remarkable adventure in 3-d. the animation is marvelous."
Kaplan vs. Kaplan,David Kaplan,Brave,fresh,"""brave"" is not on a par with recent pixar smashes like ""up"" or ""toy story 3"", but it is sufficiently entertaining for kids and adults alike."
Tri-City Herald,Gary Wolcott,Brave,fresh,the trailers promise a fabulous action flick packed with adventure and comedy. you get some. it's the 10-zillion slow spots in between that suck the life out of the film.
San Diego Union-Tribune,Alison Gang,Brave,rotten,"it's disappointing that the team of writers, including andrews and chapman, failed to redefine what it means to be a heroine in big-budget animation."
ReelViews,James Berardinelli,Brave,rotten,the tone is uneven and more often morose than joyful. the pacing is slow and at times almost tedious. the end result is something that feels like it was put together from a jumble of disney clichs tacked onto the skeleton of beauty and the beast.
Denver Post,Lisa Kennedy,Brave,fresh,saying that brave is entertaining but not astonishing is pretty much admitting your straight-a student got a b.
Christian Science Monitor,Peter Rainer,Brave,fresh,"it's a safe experience; but safe, in this case, is better than sorry."
Response,Jeffrey Overstreet,Brave,fresh,we've been conditioned to expect a familiar message: 'follow your heart! you can do anything you set your mind to.' brave is a rare and wonderful exception.
leonardmaltin.com,Leonard Maltin,Brave,fresh,"if you have kids, you'll want to take them to brave, and they'll almost certainly have a good time. if you're an animation buff, you may have quibbles with the film, which looks great but isn't up to pixar's high standards in terms of story."
"Advocate (Baton Rouge, LA)",John Wirt,Brave,fresh,pixar returns to form.
"Journal and Courier (Lafayette, IN)",Bob Bloom,Brave,fresh,"'brave' is a charming feature that should entice female viewers, and contains enough action and low-brow humor that the male contingent should not feel embarrassed about entering a theater."
Palo Alto Weekly,Tyler Hanley,Brave,fresh,there is a surprising beauty to brave that transcends its visual excellence. this one is worth the risk.
Film Blather,Eugene Novikov,Brave,fresh,'brave' has a lot to recommend it - but there are a few things missing from its mix of playful comedy and sappy testament to family ties.
Common Sense Media,Sandie Angulo Chen,Brave,fresh,feisty mother-daughter princess tale has some scary scenes.
Fresno Bee,Rick Bentley,The Good Dinosaur,rotten,"it is weighed down by a flawed concept, unappealing characters and a soundtrack that lacks anything close to a memorable tune."
Entertainment Weekly,Kevin P. Sullivan,The Good Dinosaur,fresh,pixar's latest film has the misfortune of following what's perhaps pixar's greatest.
IGN Movies,Jim Vejvoda,The Good Dinosaur,fresh,"pixar's mantra has always been story first, and they've managed to salvage every one of their troubled productions, but in the case of the good dinosaur you can definitely feel the machinery straining to pull it off one more time."
Nerd Report,Fred Topel,The Good Dinosaur,fresh,"perfectly pleasant to watch with your kids, or by yourself because no one's judging here."
Forbes,Scott Mendelson,The Good Dinosaur,fresh,the delayed and much-debated the good dinosaur is a perfectly good family-friendly animated feature that shouldn't be taken for granted on account of its simpler pleasures.
Hollywood Reporter,Michael Rechtshaffen,The Good Dinosaur,rotten,a visually breathtaking work of computer-generated animation that is ultimately unable to compensate for a disappointingly derivative script.
Variety,Justin Chang,The Good Dinosaur,fresh,"cross-species bonding may have its limits, but it's hard not to find beauty in a boy-meets-beast saga that, by the end, has made it hard to tell which is which."
Screen International,Tim Grierson,The Good Dinosaur,fresh,"a mythic, visually resplendent rendering of a familiar coming-of-age story, ""good dinosaur"" soars on the emotional power of the widescreen compositions, which stir deep, almost primal feelings about childhood and the untamed ferocity of the natural world."
TheWrap,Inkoo Kang,The Good Dinosaur,fresh,"a fantastic and frequently exhilarating feature that showcases pixar's greatest strengths: technical brilliance, emotional texture, crossover appeal, and an impish sense of humor that takes the utmost advantage of the animated form."
Time Out,"
                                    ",Cars,fresh,"there are many other brilliant scenes, some just as funny but there are just as many occasions where you feel the film's struggling to fire on all cylinders. still, it's a pixar film, right? and they're always worth a gander no matter what anyone says."
Variety,Owen Gleiberman,Cars 3,fresh,"""cars 3"" is very much a tale of mentorship, of learning how to give up your ego in order to bolster someone else's. as such, it's touching in a pleasingly formulaic, pass-the-torch way."
USA Today,Brian Truitt,Cars 3,fresh,some punny lines are painful ... and the plot doesn't even pretend to be unpredictable. but cars 3 at least tries to put a little extra in the tank this time around.
Newark Star-Ledger,Stephen Whitty,Cars 3,rotten,"you know those family movies pixar really makes for smart adults, too? movies like ""wall-e"" and ""inside out"" and ""up!"" that combine fun animation with touching, even bittersweet stories? ""cars 3"" is not one of those movies."
We Live Entertainment,Scott Menzel,Cars 3,fresh,"cars 3 is inspiring, heartfelt, and fun. it's everything i wanted from the first two films and a lot more."
The Playlist,Drew Taylor,Cars 3,fresh,"""cars 3"" is a welcome return to form that makes you appreciate what made the first, woefully underappreciated film so special and pushes the series into some unexpected places."
CinemaBlend,Conner Schwerdtfeger,Cars 3,rotten,"cars 3 is a definite improvement over cars 2, but it does not even come close to achieving the emotional or dramatic heights that we have come to expect from a proper pixar film."
TheWrap,Alonso Duralde,Cars 3,rotten,"as a spawner of merchandise, cars 3 fires on all pistons but, as a movie, it's a harmless but never stimulating 109 minutes."
Metro,Matt Prigge,Cars 3,fresh,there's something badass about a movie aimed squarely at kids that's all about the pains of getting old.
Uproxx,Mike Ryan,Cars 3,fresh,who knew that adding some emotional weight and unconsciously using some themes from rocky iii could add a little much needed depth and humanity to these sentient automobiles?
ScreenCrush,Matt Singer,Cars 3,fresh,"not only the best cars, but the most mature one as well."
Polygon,Julia Alexander,Cars 3,fresh,"cars 3 is both the end of an era and the beginning of a promising future, all wrapped up in an enjoyable, but messy 90-minute film."
Nerd Report,Fred Topel,Cars 3,rotten,"i would love to say one of these movies is the fastest, most furious pixar movie but they can't even give me that! it's right there!"
CraveOnline,William Bibbiani,Cars 3,rotten,"tells a story that only middle-aged adults staring down the barrel of retirement can fully appreciate, but tells it in such a way that only the littlest of kids could possibly be entertained."
indieWire,Eric Kohn,Cars 3,fresh,"this is a sturdy, mature sports movie about the aging process that -- if the anthropomorphized vehicles were swapped for humans -- wouldn't look out of place in rocky's oeuvre."
Den of Geek,Don Kaye,Cars 3,fresh,"it's not a great movie but cars 3 gets the franchise off the scrap heap and has its moments, like a pleasant, diverting drive that leaves you back right where you started."
Entertainment Weekly,Leah Greenblatt,Cars 3,fresh,"[director brian] fee steers cars 3 like the sleek piece of movie machinery it is -- a standard ride with a half-full tank, a gorgeous paint job, and not much at all under the hood."
Screen International,Tim Grierson,Cars 3,rotten,"in ""cars 3,"" champion racer lightning mcqueen grapples with the possibility that his glory days are behind him -- an uncomfortably apt metaphor for a franchise that has run out of gas."
Vox,Emily VanDerWerff,Cars 3,fresh,"it's not to the level of that first film, but its amiable, ambling nature keeps it from becoming too boxed in by its needlessly contorted plot."
IGN Movies,Eric Goldman,Cars 3,fresh,"the cars series finally finds its inner pixar in its third, much more thoughtful installment."
Hollywood Reporter,Michael Rechtshaffen,Cars 3,rotten,"while visually dynamic, lightning mcqueen's newest challenge still feels out of alignment with a languid end result that lacks sufficient forward momentum."
AV Club,A.A. Dowd,Cars 3,rotten,"pixar's brand can withstand some damage, but there's no denying that a cornball time-burner of a sequel like cars 3 counts as a big loss."
Cine Premiere,Carlos Del Río,Cars 3,fresh,"less frantic and more thoughtful than its predecessors, cars 3 manifests itself as an emotional love letter to cars of 2006. [full review in spanish]"
Consequence of Sound,Dominick Suzanne-Mayer,Cars 3,fresh,"first-time director brian fee wisely steers the film back to the tone on which it started, one of great affection for big race days and bygone traditions."
CBR,Kristy Puchko,Cars 3,fresh,"cars 3 is a bit all over the road...but i'd advise just give in and enjoy the joyride, bumpy, bonkers and bittersweet as it is."
Slant Magazine,Keith Watson,Cars 3,rotten,cars 3 doesn't seem to care about defining the contours of its universe or exploring the possibilities of an all-car world.
Seattle Times,Soren Andersen,Cars 3,fresh,"solid storytelling, a longtime strength of the best pixar pictures, elevates ""cars 3"" into the pantheon with the studio's finest."
Village Voice,Alan Scherstuhl,Cars 3,fresh,"the thoughtful, thrilling finale retroactively complicates and improves much of the film that it caps, and it left me thinking something else impossible: i'd kind of like to see what happens in cars 4."
Tribune News Service,Katie Walsh,Cars 3,rotten,the female empowerment subplot feels hollow because it's clearly just more brand extension -- little girls can be consumers of toy cars too! -- than any sort of story development with heartfelt meaning.
JoBlo's Movie Emporium,Chris Bumbray,Cars 3,fresh,"much better than the first, abysmal, sequel."
Forbes,Scott Mendelson,Cars 3,fresh,a self-critical subversion of the conventional comeback narrative which also operates as a metaphorical defense of the cars franchise.
New York Times,Glenn Kenny,Cars 3,fresh,"if you can roll with it, the movie is both breezy fun and a pain-free life lesson delivery vehicle."
Rolling Stone,David Fear,Cars 3,fresh,the end goal this time out isn't just to sell a few more toys and lightning mcqueen lunchboxes. it's actually tapping into something deeper than a corporate bottom line.
San Francisco Chronicle,Mick LaSalle,Cars 3,rotten,"""cars 3"" goes through lots of predictable paces, and for all the emphasis on speed, it takes a long time getting to where it's going."
Cinema Runner,Luke Y. Thompson,Cars 3,rotten,"on the whole, though, cars 3 feels like a typical sports movie: not meant for me, but amusing enough to keep me from falling asleep."
Philadelphia Daily News,Gary Thompson,Cars 3,rotten,"has a too-many-cooks feel throughout, and coheres only in the final minutes ..."
EntertainmentTell,Stephen Silver,Cars 3,fresh,surprisingly winning. it expands on the virtues of the first film while all but pretending the second one never happened (splice today)
Associated Press,Jake Coyle,Cars 3,rotten,"lacking the magic of pixar's more tender touchstones, cars 3 mostly makes you pine for the halcyon summers of ratatouille or wall-e, an era that unfortunately continues to recede in the rearview."
Collider,Matt Goldberg,Cars 3,fresh,"there's nothing particularly wrong with cars 3, but there's also nothing that shows the franchise has found a new gear."
Groucho Reviews,Peter Canavese,Cars 3,fresh,gets the franchise back on track with a story that u-turns to the heart of the 2006 original.
RogerEbert.com,Matt Zoller Seitz,Cars 3,fresh,"despite its lack of originality, as well as its lackadaisical storytelling and world building, it satisfies in that amiably weird way that only a cars film can."
Chicago Daily Herald,Dann Gire,Cars 3,rotten,"even with an abundance of full-throttle races (rendered in splendid, detailed animation), cars 3 doesn't travel all that fast for its 111-minutes, prompting some viewers to perhaps check the clock -- not in a good way."
Chicago Sun-Times,Richard Roeper,Cars 3,fresh,"cars 3 is a lovely, clever and entertaining generational tale with tons of heart, a simple and effective storyline, wonderful candy-colored visuals and winning voice work from the talented cast of returning regulars and welcome newcomers."
Akron Beacon Journal,George Thomas,Cars 3,rotten,"it's a stretch to find much joy to take from this story, which chronicles the decline of said lightning mcqueen."
SFist,Rain Jokinen,Cars 3,fresh,"happily, cars 3 feels like a course correction, with mater once again relegated to the role of comic relief and lightning mcqueen back in the lead."
Washington Post,Michael O'Sullivan,Cars 3,rotten,"""cars 3"" feels like it may be time for a trade-in."
TIME Magazine,Stephanie Zacharek,Cars 3,fresh,"while all pixar movies are fine-tuned to keep adults as well as kids engaged, it's still fascinating to see workaday grownup fears addressed so openly."
Cinemaclips.com,Roger Tennis,Cars 3,fresh,the freewheeling 'cars 3' keeps the series on track.
Austin Chronicle,Marc Savlov,Cars 3,rotten,"their attention to background animation, be it, gravel, mud, or chunks of steel-belted radial tire debris coming at you in 3-d fires on all cylinders, and the voice acting is bang-on. the story... has a much less firm grip on the track."
We Got This Covered,Bernard Boo,Cars 3,fresh,"cars 3 isn't remarkable or groundbreaking or even all that memorable, but it's a rock-solid movie that leaves a far better taste in the mouth than its critically panned predecessors."
One Guy's Opinion,Frank Swietek,Cars 3,rotten,"an amiable but instantly forgettable addition to the series, yet another sign that the pixar brand is no longer the guarantee of high quality it once was."
Bullz-Eye.com,David Medsker,Cars 3,fresh,"cars 3, much like toy story 3, is the perfect opportunity for pixar to walk away from a much-loved franchise with its head held high, but of course they won't, because money."
Daily Film Fix,Jonathan W. Hickman,Cars 3,fresh,...a visually impressive film offering plenty of family fun.
Film Journal International,Kevin Lally,Cars 3,fresh,the cars franchise regains some of its mojo as veteran racing star lightning mcqueen faces up to his ebbing powers.
Blu-ray.com,Brian Orndorf,Cars 3,fresh,"with this second attempt to expand the world, the pieces fit, giving fans what they want, and doing so with style, heart, and less mater."
Boston Globe,Mark Feeney,Cars 3,fresh,"no matter how slack the storytelling can get, the animation conveying that storytelling is borderline miraculous."
Kansas City Star,Loey Lockerby,Cars 3,fresh,"by returning to its roots, the series rediscovers its sense of purpose - and its heart."
Chicago Tribune,Michael Phillips,Cars 3,rotten,"the first ""cars,"" such as it is, remains the most appealing in a relatively weak field. but if ""cars 3"" pays for another ""ratatouille"" or ""inside out,"" i say: slum away, slum away."
Arizona Republic,Barbara VanDenburgh,Cars 3,fresh,a kinetic and emotionally resonant sports film that's big on character - and blessedly light on mater.
NOW Toronto,Norman Wilner,Cars 3,fresh,"does the world need three cars movies? probably not. but after 11 years, various spinoffs and a crap-ton of merchandising, pixar's talking-vehicles franchise finally produces an instalment that feels like it's about something."
Birth.Movies.Death.,Dave Schilling,Cars 3,fresh,the first of these films to not feel like a commercial for a t-shirt or an amusement park ride.
Fort Worth Weekly,Kristian M. Lin,Cars 3,fresh,"instead of trying to expand the cars universe, this third installment brings its cocky hero face to face with his sporting mortality and finds an emotional wellspring that brings up some good things."
ComingSoon.net,Joshua Starnes,Cars 3,fresh,"competing subplots and a lack of clarity on who the focus is leaves cars 3 driving in circles, yet somehow still the best cars film."
Toronto Star,Peter Howell,Cars 3,fresh,"cars 3 happily gets back to where it belongs, not just to home turf radiator springs (for a brief spell) but also to the storytelling essentials of making us care about anthropomorphic automobiles."
NPR,Andrew Lapin,Cars 3,fresh,"while the third cars lap is an improvement over the zero-depth spy spoofery of the second film, it's not very convincing when it tries to peddle the sense of an ending."
Los Angeles Times,Kenneth Turan,Cars 3,fresh,"this warmly sentimental g-rated film about facing new realities and recapturing lost dreams has, despite its relatively adult story line, a beguilingly effortless feeling to it, as if it had nothing to prove."
Las Vegas Weekly,Josh Bell,Cars 3,rotten,"the world of anthropomorphic vehicles is still colorful and lovingly detailed, but the plot is slow-moving and dull, rehashing elements of the first movie."
Mark Reviews Movies,Mark Dujsik,Cars 3,rotten,"the underwhelming cars 3 is the best movie in the series, which says more about the quality of the series than this particular installment."
EricDSnider.com,Eric D. Snider,Cars 3,rotten,a boring existential drama about an aging racer's fear of obsolescence. whee! vrooom!
Wall Street Journal,Joe Morgenstern,Cars 3,rotten,"[cars 3] feels like the series, at the end of the road, is running on fumes of nostalgia for its earliest self."
CineXpress,Fico Cangiano,Cars 3,fresh,the most emotional and mature delivery of the series. [full review in spanish]
NYC Movie Guru,Avi Offer,Cars 3,rotten,"great visual effects and musical score, but it falls flat with dullness while being too low on wit and humor. sometimes the third time's the charm, but that's not the case with cars 3 ."
Movie Mom,Nell Minow,Cars 3,fresh,"if we feel disappointed, it is only because they have set the bar so high."
TheFilmFile.com,Dustin Putman,Cars 3,fresh,"""cars 3"" features a rather standard champion-turned-underdog plot, but has several things going for it. this second sequel finds a story fit for telling in a follow-up worthy of succeeding the original film."
Tampa Bay Times,Steve Persall,Cars 3,fresh,cars 3 is a better time at the movies than cars 2 led me to expect. not exactly ringing praise but we take amusement from sequels where we can get it these days.
Combustible Celluloid,Jeffrey M. Anderson,Cars 3,fresh,"manages to stay on the road with a measure of charm and goodwill, as well as a nice touch of the bittersweet."
CNN.com,Brian Lowry,Cars 3,rotten,"pixar's level of ambition has always gone beyond producing movies strictly for children, which makes the retread aspects of something like cars 3 feel a bit more deflating."
Film Racket,Blake Crane,Cars 3,rotten,there's a baby car cheering on mcqueen in the stands - where does he come from exactly?
Nerdist,Michael Arbeiter,Cars 3,rotten,"while pixar is hardly averse to treating its audience surrogates to the pangs of growing up, lightning's isn't a reflection of the new worlds that young viewers might themselves be taking on."
National Post,Chris Knight,Cars 3,rotten,"pixar's animated films remain at their best when the company gives free reign to creativity. just because actual cars come off a conveyor belt doesn't mean movies about them should feel like they do, too."
Toronto Sun,Mark Daniell,Cars 3,fresh,it's surprising that the slick-looking cars 3 picks up steam in the emotional big-picture department.
The Mary Sue,Charline Jao,Cars 3,fresh,"is it toy story 3 or finding dory? no, but it's an effective send-off to the cars world and a good choice for the family."
Salt Lake Tribune,Sean P. Means,Cars 3,fresh,"there's enough gas in the tank, barely, to give mcqueen one last trip to the winner's circle."
MetroActive,Richard von Busack,Cars 3,rotten,"children have a lot of anxieties, but being made old, useless and surpassed by the new generation might not quite be one of them."
National Catholic Register,Steven D. Greydanus,Cars 3,fresh,"at this point it seems like too much to hope for that any pixar sequel, let alone a cars sequel, should function smoothly from start to finish, but at least it ends well."
Sci-Fi Movie Page,Rob Vaux,Cars 3,fresh,"while you still need to get around those uncomfortable questions like ""where do the car children come from?"" and ""how do they handle tools without thumbs?"" this go 'round at least ensures a few tangible rewards if you do."
Forbes,Mark Hughes,Cars 3,fresh,"[t]he best of the series, a sumptuous visual treat with great humor, a big heart, and surprisingly strong messages about inclusion and self-worth."
Common Sense Media,Sandie Angulo Chen,Cars 3,fresh,"some intense scenes in story of empowerment, mentorship."
The Film Stage,Jared Mobarak,Cars 3,rotten,the worst pixar to date.
ABC Tucson,Phil Villarreal,Cars 3,fresh,"whether or not another cars movie follows, the series is now back in the fast lane."
ScreenRant,Sandy Schaefer,Cars 3,fresh,"cars 3 offers more heartfelt storytelling and rich animation than its predecessor, yet falls short of raising the bar for the cars franchise."
Cinemalogue,Todd Jorgenson,Cars 3,rotten,it seems the 11-year-hold franchise refuses to acknowledge its own platitudes about retiring with dignity.
Chesapeake Family Magazine,Roxana Hadadi,Cars 3,fresh,"pixar recovers from the nearly intolerably busy cars 2 with the gently insightful cars 3, which tells a story about inclusion and purpose that will resonate."
HollywoodInToto.com,Christian Toto,Cars 3,rotten,the mediocre franchise returns with an aggressively mediocre sequel.
Screen It!,Jim Judy,Cars 3,fresh,"the vocal work is solid to excellent, while the computer animation is nothing short of amazing to behold. (full content review for parents - scary scenes, etc. - also available)"
Movie Nation,Roger Moore,Cars 3,rotten,"surpasses ""monsters university"" to become the worst pixar movie ever -- not a laugh in it."
New England Movies Weekly,Daniel M. Kimmel,Cars 3,rotten,it will keep the young fans happy... but lacks the emotional impact of the far more involving toy story sequels.
Detroit News,Adam Graham,Cars 3,fresh,"""cars 3"" hums along the track, and while its heart and humor could use minor tune-ups, it does enough visually to earn a checkered flag and keep this franchise from the scrapheap - for now, at least."
Deadline Hollywood Daily,Pete Hammond,Cars 3,fresh,the warmth and heart are back full force in this third-times-the-charm edition of disney/pixar's charmer of an animated franchise.
leonardmaltin.com,Leonard Maltin,Cars 3,fresh,saying that cars 3 is better than its predecessor isn't much of a compliment. what matters more is that it hearkens back to original 2006 cars and winds up on a surprisingly thoughtful note.
Tri-City Herald,Gary Wolcott,Cars 3,rotten,"pick a description: sputters and stalls, runs out of gas, starts out with four flats, name one, the list is endless."
SSG Syndicate,Susan Granger,Cars 3,fresh,sentiment reigns as the anthropomorphic vehicles take more laps around the cinematic track.
The Patriot Ledger,Dana Barbuto,Cars 3,fresh,"""cars 3"" never fires on all cylinders, but it has considerably more horsepower than the franchise's last chapter"
Cinegarage,Erick Estrada,Cars 3,fresh,"definitely better than its predecessor. the film will delight the little ones, as it's a franchise directed specifically to them. [full review in spanish]"
Illinois Times,Charles Koplinski,Cars 3,fresh,"lightning strikes again in ""cars 3."""
eFilmCritic.com,Peter Sobczynski,Cars 3,fresh,"cars 3 may be an improvement and less of a bummer than its predecessors but if this turned out to be the final of the franchise (and i doubt that will be the case), i would not exactly weep over the prospect of never being able to see a cars 4."
L.A. Biz,Annlee Ellingson,Cars 3,rotten,a puzzling progression for a series whose first and biggest fans are kids.
Hindustan Times,Rohan Naahar,Cars 3,fresh,"cars 3 was the underdog, coming from behind, facing shiny new competition. it was betrayed by its own family, and challenged by gru. but it saved its best for last. in its final lap, it won. it became the first film in the series pixar should be proud of."
Hindustan Times,Rashid Irani,Cars 3,fresh,aficionados of animated demolition derbies will not be disappointed.
MovieFreak.com,Sara Michelle Fetters,Cars 3,fresh,"lightning's return to the motor speedway is worthy of appreciation, the film's eventual victory as unexpected as it is absolute."
Deseret News (Salt Lake City),Josh Terry,Cars 3,fresh,"you probably won't regret taking the kids to cars 3, but they won't be missing much if you decide to skip it, either."
Stuff.co.nz,James Croot,Cars 3,fresh,"while it might be a little too serious for some youngsters, there's plenty of action and adventure to keep them entertained."
Jet Magazine,Aramide Tinubu,Cars 3,fresh,"though this third installment in the cars franchise isn't quite perfect, the gorgeous animation displayed here will leave you astonished."
New Zealand Herald,Chris Schulz,Cars 3,fresh,"cars 3 is a much smoother, safer ride [than cars 2], thanks largely to its addition of a little self-awareness, a few zippy racing sequences, and a lot of wokeness."
ABC Radio (Australia),Matt Neal,Cars 3,rotten,it's definitely time to take this franchise to the wreckers.
NUVO Newsweekly,Jared Rasic,Cars 3,rotten,"your kids might see this and want a lightning mcqueen lunchbox, but i just want my sense of wonder back and maybe to fight randy newman."
Cinexcepción,Hugo Hernández Valdivia,Cars 3,fresh,"the story offers an invitation to reflect on the issue of harassment or bullying. the abuser has a story that explains his behavior, and knowing it puts us on the path of understanding. with emotion, of course. [full review in spanish]"
Excelsior,Adrián Ruiz,Cars 3,fresh,"in conclusion, it's not the best of disney-pixar, but it's definitely the best one of the saga because of its life metaphors. [full review in spanish]"
En Filme,Luis Fernando Galván,Cars 3,fresh,it doesn't offer anything new but gives us a story about a character struggling to stand on its feet (or tires). [full review in spanish]
MLive.com,John Serba,Cars 3,fresh,"a reasonably enjoyable family entertainment, but a middling entry in the pixar canon."
Empire Magazine,James White,Cars 3,fresh,"by driving back to the core homespun wisdom of cars, the third film is a course correct from the second. but this is still not vintage pixar."
Willamette Week,Bennett Campbell Ferguson,Cars 3,fresh,it's pixar's gift for imbuing inanimate objects with humanity that makes you care when cruz and lightning lean into the curves.
HeyUGuys,Steven Neish,Cars 3,fresh,"serviceable sequel, which finds some of the spirit the first two films lacked, but ultimately not up to pixar's high standards."
Cinéfiloz,Emmanuel Báez,Cars 3,fresh,"it took pixar three movies and billions of dollars in merchandising, but cars is finally a title worthy of this label. [full review in spanish]"
The List,Eddie Harrison,Cars 3,rotten,"it's basically one long training montage, from about ten minutes in until ten minutes from the end."
Flicks.co.nz,Liam Maguren,Cars 3,fresh,has a trick up its glovebox that makes this film the best of the series.
Sacramento News & Review,Jim Lane,Cars 3,fresh,"whether lightning's midlife crisis will resonate with the movie's kiddie audience remains to be seen, but fee and company get points for bringing it up at all."
Stuff.co.nz,Graeme Tuckett,Cars 3,fresh,"cars 3 does just enough, late in the day, to be considered an adequate sequel to cars. and that ending might even pave the way for a cars 4 i wouldn't mind seeing too much at all."
Las Vegas Review-Journal,Christopher Lawrence,Cars 3,rotten,"cars 3 is basically rocky iv -- minus the geopolitics and that glorious james brown production number -- with a little of the karate kid thrown in, along with pretty much every sports movie cliche ever."
Film Freak Central,Walter Chaw,Cars 3,rotten,[pixar has] become just like everyone else. and nothing so very special after all.
The Oklahoman,Brandy McDonnell,Cars 3,fresh,"although it doesn't make it to the top of the pixar leaderboard, cars 3 gets the popular racing franchise back on track with a rare third installment that actually improves on the previous models."
TheShiznit.co.uk,Matt Looker,Cars 3,fresh,"a final act plot point shows the only sign that this franchise has matured beyond its original 'heh, talking cars' premise, but it takes a lot of autopiloting to get there."
Reel Film Reviews,David Nusair,Cars 3,rotten,the cars saga comes to an apparent close with this hopelessly ineffective and fairly superfluous entry...
Cinemixtape,J. Olson,Cars 3,fresh,"between its wonderful voice performances and eye-popping animation, there isn't too much to complain about, especially as a follow-up to pixar's nadir."
MovieCrypt.com,Kevin A. Ranson,Cars 3,fresh,"there is no perfect plan for growing old, but giving up is still up to you. good movie; great message."
Daily Trend (Mexico),Uriel Barco,Cars 3,fresh,cars 3 is revealed as a logical next step that serves to introduce children to sports drama. [full review in spanish]
Christianity Today,S.D. Kelly,Cars 3,fresh,"the movie is standard narrative fare, presented in a thoughtful, visually compelling way. cars 3 is not trying to be innovative, and that is the central part of its appeal."
Starburst,Andrew Marshall,Cars 3,fresh,if you thought the previous films were entertaining and harmless fun then you'll think this one is much the same.
La Nación (Costa Rica),William Venegas,Cars 3,rotten,"this is a half-tank animated film, which risks boring children more than adults. [full review in spanish]"
Vanguardia (Mexico),Carlos Díaz Reyes,Cars 3,fresh,"of course it's not at the same level of pixar's best works and feels loose a lot of the time, but it's beautifully animated and quite entertaining. [full review in spanish]"
Daily Telegraph (Australia),Vicky Roach,Cars 3,fresh,"the route the filmmakers take might be familiar, but after gunning it, they take the corners like pros."
Times (UK),Kevin Maher,Cars 3,rotten,a movie that aims to reach the hearts and minds of its pre-teen target demographic with a tale about the perils of retirement.
Otroscines.com,Diego Batlle,Cars 3,fresh,the new proposal of pixar-disney recovers the sensitivity and solidity of the first delivery of this popular and unjustly despised saga. [full review in spanish]
Fotogramas,Jordi Batlle Caminal,Cars 3,fresh,"despite not being at the height that pixar has accustomed us, it's a dynamic and competent film. [full review in spanish]"
The Sun (UK),Jamie East,Cars 3,fresh,"this has everything required to keep fans sated and deals with lightning mcqueen getting old in a nice way, but it feels like filler to sell toys."
Sensacine,Xavi Sánchez Pons,Cars 3,fresh,"cars 3 has some pure marketing operation, but works as entertainment with substance and inspirational message. [full review in spanish]"
Daily Telegraph (UK),Robbie Collin,Cars 3,fresh,its plot ... blossoms into something more profound than the rocky sequel-esque comeback yarn you initially expect.
Guardian,Peter Bradshaw,Cars 3,rotten,"cars 3 could make a rental download for a rainy family holiday, but the imaginative spark has gone."
Independent (UK),Geoffrey Macnab,Cars 3,fresh,cars 3 itself is a sprightly and likeable film because it shares lightning's self-effacing qualities and his nostalgic fondness for looking at life through the rear view mirror.
South China Morning Post,Richard James Havis,Cars 3,fresh,"the racing scenes are played surprisingly straight, and are thrilling examples of animated sports."
Konexión,Israel Acosta Aroche,Cars 3,fresh,"brian free presents us his debut film, and as such, gives us a result that is superior to the second movie, but not as entertaining as the first one. [full review in spanish]"
Irish Independent,Paul Whitington,Cars 3,fresh,"there's a nice twist involving a female car called cruz, and the animation in the racing sequences is very good."
Espinof,Mikel Zorrilla,Cars 3,rotten,"a movie that doesn't bother, but it does not bring anything memorable and that, although little bit, does not even reach the level of the first. [full review in spanish]"
Indie London,Rob Carnevale,Cars 3,fresh,"the third film in disney-pixar's cars franchise is a back-to-basics journey of sorts, which reverts back to a more old-fashioned style of storytelling while also still managing to embrace some contemporary thinking."
RTÉ (Ireland),Laura Delaney,Cars 3,fresh,"cars 2 clocked up penalty points from critics after 2011's poorly received outing. luckily, pixar's third chapter in the franchise has just enough fuel to stay in the race."
Little White Lies,Elena Lazic,Cars 3,fresh,nothing exceptional but i am still moved just thinking about that ending.
